2025-04-09T10:29:49.318,FD,2A, 0, 0,E5, 1, 1,    41,mavlink_rc_channels_t,time_boot_ms,258054,chan1_raw,1495,chan2_raw,1511,chan3_raw,1056,chan4_raw,1497,chan5_raw,1499,chan6_raw,1065,chan7_raw,1065,chan8_raw,1065,chan9_raw,1065,chan10_raw,1932,chan11_raw,1542,chan12_raw,1542,chan13_raw,1514,chan14_raw,1514,chan15_raw,1514,chan16_raw,1514,chan17_raw,998,chan18_raw,998,chancount,18,rssi,45,,sig ,Len,54,crc16,37493
2025-04-09T10:29:49.318,FD,1C, 0, 0,E6, 1, 1,    1E,mavlink_attitude_t,time_boot_ms,258078,roll,-0.02485909,pitch,0.04998213,yaw,2.921827,rollspeed,0.0001450217,pitchspeed,0.0003873154,yawspeed,-0.002440254,,sig ,Len,40,crc16,48360
2025-04-09T10:29:49.319,FD,1C, 0, 0,E7, 1, 1,    21,mavlink_global_position_int_t,time_boot_ms,258114,lat,295981661,lon,1063014467,alt,278396,relative_alt,279,vx,0,vy,2,vz,2,hdg,16738,,sig ,Len,40,crc16,3178
2025-04-09T10:29:49.319,FD, 1, 0, 0,E8, 1, 1,    2A,mavlink_mission_current_t,seq,0,,sig ,Len,13,crc16,64975
2025-04-09T10:29:49.319,FD,20, 0, 0,E9, 1, 1,    1F,mavlink_attitude_quaternion_t,time_boot_ms,258168,q1,-0.1096134,q2,0.02622586,q3,0.009566119,q4,-0.9935822,rollspeed,-0.001150888,pitchspeed,-0.0007563632,yawspeed,0.0004810137,repr_offset_q,,,sig ,Len,44,crc16,26608
2025-04-09T10:29:49.409,FD,2B, 0, 0,EA, 1, 1,    18,mavlink_gps_raw_int_t,time_usec,258090432,lat,295981667,lon,1063014465,alt,278623,eph,63,epv,97,vel,1,cog,35960,fix_type,3,satellites_visible,26,alt_ellipsoid,251868,h_acc,584,v_acc,1024,vel_acc,136,hdg_acc,0,yaw,0,,sig ,Len,55,crc16,7187
2025-04-09T10:29:49.409,FD,19, 0, 0,EB, 1, 1,  3268,mavlink_open_drone_id_system_t,operator_latitude,295981652,operator_longitude,1063014461,area_ceiling,-1000,area_floor,-1000,operator_altitude_geo,278.1171,timestamp,197864988,area_count,1,area_radius,0,target_system,0,target_component,0,id_or_mac,,operator_location_type,0,classification_type,0,category_eu,0,class_eu,0,,sig ,Len,37,crc16,27179
2025-04-09T10:29:49.409,FD, 1, 0, 0,EC, 1, 1,    2A,mavlink_mission_current_t,seq,0,,sig ,Len,13,crc16,60177
2025-04-09T10:29:49.409,FD,1C, 0, 0,ED, 1, 1,    1E,mavlink_attitude_t,time_boot_ms,258244,roll,-0.02482088,pitch,0.05001326,yaw,2.920765,rollspeed,-0.0003485603,pitchspeed,0.001973735,yawspeed,-0.003089735,,sig ,Len,40,crc16,17324
2025-04-09T10:29:49.487,FD, 1, 0, 0,EE, 1, 1,    2A,mavlink_mission_current_t,seq,0,,sig ,Len,13,crc16,57470
2025-04-09T10:29:49.643,FD,1C, 0, 0,EF, 1, 1,    1E,mavlink_attitude_t,time_boot_ms,258402,roll,-0.0247336,pitch,0.05008853,yaw,2.919831,rollspeed,0.002479721,pitchspeed,0.004034887,yawspeed,0.001447279,,sig ,Len,40,crc16,16518
2025-04-09T10:29:49.643,FD,20, 0, 0,F0, 1, 1,    1F,mavlink_attitude_quaternion_t,time_boot_ms,258402,q1,-0.1103031,q2,0.02625393,q3,0.009515941,q4,-0.9935057,rollspeed,0.002479721,pitchspeed,0.004034887,yawspeed,0.001447279,repr_offset_q,,,sig ,Len,44,crc16,9362
2025-04-09T10:29:49.644,FD, 1, 0, 0,F1, 1, 1,    2A,mavlink_mission_current_t,seq,0,,sig ,Len,13,crc16,2740
2025-04-09T10:29:49.644,FD,11, 0, 0,F2, 1, 1,    4A,mavlink_vfr_hud_t,airspeed,0,groundspeed,0.02342896,alt,278.4311,climb,-0.01313789,heading,167,throttle,0,,sig ,Len,29,crc16,10343
