2025-04-10T16:13:55.473,FD,2A, 0, 0,81, 1, 1,    41,mavlink_rc_channels_t,time_boot_ms,318969,chan1_raw,1495,chan2_raw,1511,chan3_raw,1056,chan4_raw,1499,chan5_raw,1065,chan6_raw,1065,chan7_raw,1065,chan8_raw,1137,chan9_raw,1065,chan10_raw,1057,chan11_raw,1542,chan12_raw,1542,chan13_raw,1514,chan14_raw,1514,chan15_raw,1514,chan16_raw,1514,chan17_raw,998,chan18_raw,998,chancount,18,rssi,45,,sig ,Len,54,crc16,36289
2025-04-10T16:13:55.473,FD,20, 0, 0,82, 1, 1,    1F,mavlink_attitude_quaternion_t,time_boot_ms,319011,q1,-0.9996761,q2,0.01077888,q3,-0.002242572,q4,-0.02294759,rollspeed,-0.0003794612,pitchspeed,0.00252671,yawspeed,0.002216632,repr_offset_q,,,sig ,Len,44,crc16,4732
2025-04-10T16:13:55.473,FD, 1, 0, 0,83, 1, 1,    2A,mavlink_mission_current_t,seq,0,,sig ,Len,13,crc16,35234
2025-04-10T16:13:55.473,FD,1C, 0, 0,84, 1, 1,    21,mavlink_global_position_int_t,time_boot_ms,319060,lat,295982486,lon,1063015228,alt,281430,relative_alt,-57,vx,-2,vy,0,vz,2,hdg,265,,sig ,Len,40,crc16,64154
2025-04-10T16:13:55.486,FD,1C, 0, 0,85, 1, 1,    1E,mavlink_attitude_t,time_boot_ms,319101,roll,-0.02141855,pitch,0.005002441,yaw,0.04669501,rollspeed,0.001042153,pitchspeed,0.0008452613,yawspeed,0.003106881,,sig ,Len,40,crc16,52466
2025-04-10T16:13:55.486,FD, 1, 0, 0,86, 1, 1,    2A,mavlink_mission_current_t,seq,0,,sig ,Len,13,crc16,7875
2025-04-10T16:13:55.611,FD,11, 0, 0,87, 1, 1,    4A,mavlink_vfr_hud_t,airspeed,0,groundspeed,0.0286334,alt,281.4323,climb,-0.02737482,heading,2,throttle,0,,sig ,Len,29,crc16,36945
2025-04-10T16:13:55.688,FD,20, 0, 0,88, 1, 1,    1F,mavlink_attitude_quaternion_t,time_boot_ms,319249,q1,-0.9996493,q2,0.01078393,q3,-0.002289649,q4,-0.0240789,rollspeed,-0.002145933,pitchspeed,9.362238E-05,yawspeed,0.003271723,repr_offset_q,,,sig ,Len,44,crc16,57371
2025-04-10T16:13:55.688,FD,24, 0, 0,89, 1, 1,    53,mavlink_attitude_target_t,time_boot_ms,319250,q,,body_roll_rate,0.1394346,body_pitch_rate,-0.03312889,body_yaw_rate,-0.0003780898,thrust,0.001,type_mask,0,,sig ,Len,48,crc16,2711
2025-04-10T16:13:55.688,FD, 1, 0, 0,8A, 1, 1,    2A,mavlink_mission_current_t,seq,0,,sig ,Len,13,crc16,9633
2025-04-10T16:13:55.690,FD,1C, 0, 0,8B, 1, 1,    1E,mavlink_attitude_t,time_boot_ms,319263,roll,-0.02144016,pitch,0.005108423,yaw,0.04824371,rollspeed,0.0002522069,pitchspeed,0.002505561,yawspeed,0.003187582,,sig ,Len,40,crc16,49168
2025-04-10T16:13:55.690,FD,20, 0, 0,8C, 1, 1,    8D,mavlink_altitude_t,time_usec,319297471,altitude_monotonic,389.351,altitude_amsl,281.4326,altitude_local,-4.463649,altitude_relative,-0.05538321,altitude_terrain,NaN,bottom_clearance,NaN,,sig ,Len,44,crc16,17445
2025-04-10T16:13:55.690,FD, 2, 0, 0,8D, 1, 1,    F5,mavlink_extended_sys_state_t,vtol_state,0,landed_state,1,,sig ,Len,14,crc16,8211
2025-04-10T16:13:55.690,FD,1C, 0, 0,8E, 1, 1,    20,mavlink_local_position_ned_t,time_boot_ms,319295,x,-0.9331166,y,1.54607,z,4.463649,vx,-0.02849455,vy,-0.002532529,vz,0.02782645,,sig ,Len,40,crc16,40786
2025-04-10T16:13:55.690,FD,3B, 0, 0,8F, 1, 1,  3265,mavlink_open_drone_id_location_t,latitude,295982485,longitude,1063015227,altitude_barometric,389.351,altitude_geodetic,281.577,height,-0.05545044,timestamp,834.249,direction,400,speed_horizontal,1,speed_vertical,-6,target_system,0,target_component,0,id_or_mac,,status,1,height_reference,0,horizontal_accuracy,12,vertical_accuracy,5,barometer_accuracy,1,speed_accuracy,4,timestamp_accuracy,10,,sig ,Len,71,crc16,58180
2025-04-10T16:13:55.690,FD, E, 0, 0,90, 1, 1,    1D,mavlink_scaled_pressure_t,time_boot_ms,319268,press_abs,967.35,press_diff,0,temperature,3696,temperature_press_diff,0,,sig ,Len,26,crc16,26840
2025-04-10T16:13:55.690,FD,28, 0, 0,91, 1, 1,     1,mavlink_sys_status_t,onboard_control_sensors_present,35717165,onboard_control_sensors_enabled,35717165,onboard_control_sensors_health,841056319,load,266,voltage_battery,15428,current_battery,0,drop_rate_comm,0,errors_comm,0,errors_count1,0,errors_count2,0,errors_count3,0,errors_count4,0,battery_remaining,43,,sig ,Len,52,crc16,5172
2025-04-10T16:13:55.705,FD, 1, 0, 0,94, 1, 1,    2A,mavlink_mission_current_t,seq,0,,sig ,Len,13,crc16,20180
2025-04-10T16:13:55.877,FD,1C, 0, 0,95, 1, 1,    1E,mavlink_attitude_t,time_boot_ms,319421,roll,-0.02145549,pitch,0.005082091,yaw,0.04964783,rollspeed,-0.0008156891,pitchspeed,0.0008546079,yawspeed,0.0004828855,,sig ,Len,40,crc16,4049
2025-04-10T16:13:55.877,FD,2A, 0, 0,96, 1, 1,    41,mavlink_rc_channels_t,time_boot_ms,319447,chan1_raw,1495,chan2_raw,1511,chan3_raw,1056,chan4_raw,1499,chan5_raw,1065,chan6_raw,1065,chan7_raw,1065,chan8_raw,1137,chan9_raw,1065,chan10_raw,1057,chan11_raw,1542,chan12_raw,1542,chan13_raw,1514,chan14_raw,1514,chan15_raw,1514,chan16_raw,1514,chan17_raw,998,chan18_raw,998,chancount,18,rssi,45,,sig ,Len,54,crc16,63552
2025-04-10T16:13:55.877,FD, 1, 0, 0,97, 1, 1,    2A,mavlink_mission_current_t,seq,0,,sig ,Len,13,crc16,50180
2025-04-10T16:13:55.877,FD,20, 0, 0,98, 1, 1,    1F,mavlink_attitude_quaternion_t,time_boot_ms,319488,q1,-0.9996229,q2,0.01078554,q3,-0.002301788,q4,-0.02515238,rollspeed,-0.003567642,pitchspeed,-0.0005243639,yawspeed,0.003084896,repr_offset_q,,,sig ,Len,44,crc16,53484
2025-04-10T16:13:55.877,FD,1C, 0, 0,99, 1, 1,    21,mavlink_global_position_int_t,time_boot_ms,319538,lat,295982485,lon,1063015227,alt,281427,relative_alt,-60,vx,-2,vy,0,vz,3,hdg,290,,sig ,Len,40,crc16,40922
2025-04-10T16:13:55.955,FD,1C, 0, 0,9A, 1, 1,    1E,mavlink_attitude_t,time_boot_ms,319578,roll,-0.02147948,pitch,0.005146106,yaw,0.05104153,rollspeed,0.001760517,pitchspeed,0.002283082,yawspeed,0.001541015,,sig ,Len,40,crc16,161
2025-04-10T16:13:55.955,FD, 1, 0, 0,9B, 1, 1,    2A,mavlink_mission_current_t,seq,0,,sig ,Len,13,crc16,65382
2025-04-10T16:13:56.081,FD, 1, 0, 0,9C, 1, 1,    2A,mavlink_mission_current_t,seq,0,,sig ,Len,13,crc16,25448
2025-04-10T16:13:56.095,FD,20, 0, 0,9D, 1, 1,    1F,mavlink_attitude_quaternion_t,time_boot_ms,319732,q1,-0.9995937,q2,0.0107931,q3,-0.002381383,q4,-0.02627577,rollspeed,-0.001777232,pitchspeed,0.000299118,yawspeed,0.002225207,repr_offset_q,,,sig ,Len,44,crc16,37255
2025-04-10T16:13:56.095,FD,2B, 0, 0,9E, 1, 1,    18,mavlink_gps_raw_int_t,time_usec,319692435,lat,295982484,lon,1063015226,alt,281569,eph,61,epv,101,vel,1,cog,1153,fix_type,3,satellites_visible,25,alt_ellipsoid,254815,h_acc,732,v_acc,1319,vel_acc,181,hdg_acc,0,yaw,0,,sig ,Len,55,crc16,53410
2025-04-10T16:13:56.095,FD,1C, 0, 0,9F, 1, 1,    1E,mavlink_attitude_t,time_boot_ms,319745,roll,-0.0214467,pitch,0.005358765,yaw,0.05266576,rollspeed,-0.0001575301,pitchspeed,0.001407744,yawspeed,0.004299391,,sig ,Len,40,crc16,50830
2025-04-10T16:13:56.095,FD, 9, 0, 0,A0, 1, 1,     0,mavlink_heartbeat_t,custom_mode,196608,type,2,autopilot,12,base_mode,81,system_status,3,mavlink_version,3,,sig ,Len,21,crc16,7642
2025-04-10T16:13:56.391,FD, 6, 0, 0,85,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,2,target_system,1,target_component,1,req_stream_id,2,start_stop,1,,sig ,Len,18,crc16,59831
2025-04-10T16:13:56.391,FD, 6, 0, 0,86,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,2,target_system,1,target_component,1,req_stream_id,2,start_stop,1,,sig ,Len,18,crc16,59200
2025-04-10T16:13:56.393,FD, 6, 0, 0,87,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,4,target_system,1,target_component,1,req_stream_id,10,start_stop,1,,sig ,Len,18,crc16,31970
2025-04-10T16:13:56.393,FD, 6, 0, 0,88,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,4,target_system,1,target_component,1,req_stream_id,10,start_stop,1,,sig ,Len,18,crc16,18889
2025-04-10T16:13:56.394,FD, 6, 0, 0,89,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,4,target_system,1,target_component,1,req_stream_id,11,start_stop,1,,sig ,Len,18,crc16,5816
2025-04-10T16:13:56.394,FD, 6, 0, 0,8A,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,4,target_system,1,target_component,1,req_stream_id,11,start_stop,1,,sig ,Len,18,crc16,6223
2025-04-10T16:13:56.395,FD, 6, 0, 0,8B,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,2,target_system,1,target_component,1,req_stream_id,12,start_stop,1,,sig ,Len,18,crc16,51498
