2025-03-11T16:09:48.922,FD,2A, 0, 0,24, 1, 1,    41,mavlink_rc_channels_t,time_boot_ms,60691,chan1_raw,1495,chan2_raw,1511,chan3_raw,1056,chan4_raw,1502,chan5_raw,1065,chan6_raw,1065,chan7_raw,1065,chan8_raw,1065,chan9_raw,1065,chan10_raw,1057,chan11_raw,1542,chan12_raw,1542,chan13_raw,1514,chan14_raw,1514,chan15_raw,1514,chan16_raw,1514,chan17_raw,998,chan18_raw,998,chancount,18,rssi,45,,sig ,Len,54,crc16,55432
2025-03-11T16:09:48.922,FD,1C, 0, 0,25, 1, 1,    1E,mavlink_attitude_t,time_boot_ms,60720,roll,-0.01654046,pitch,0.02481488,yaw,-2.304252,rollspeed,-0.0001971298,pitchspeed,0.00110013,yawspeed,0.0006515575,,sig ,Len,40,crc16,40525
2025-03-11T16:09:49.061,FD, 9, 0, 0,26, 1, 1,     0,mavlink_heartbeat_t,custom_mode,196608,type,2,autopilot,12,base_mode,81,system_status,3,mavlink_version,3,,sig ,Len,21,crc16,1436
2025-03-11T16:09:49.061,FD, 9, 0, 0,27, 1, 1,     4,mavlink_ping_t,time_usec,60760758,seq,5,target_system,0,target_component,0,,sig ,Len,21,crc16,58795
2025-03-11T16:09:49.062,FD, 1, 0, 0,28, 1, 1,    2A,mavlink_mission_current_t,seq,0,,sig ,Len,13,crc16,21468
2025-03-11T16:09:49.062,FD,11, 0, 0,29, 1, 1,    4A,mavlink_vfr_hud_t,airspeed,0,groundspeed,0.04430613,alt,277.7191,climb,0.07626718,heading,227,throttle,0,,sig ,Len,29,crc16,11257
2025-03-11T16:09:49.062,FD,1C, 0, 0,2A, 1, 1,    21,mavlink_global_position_int_t,time_boot_ms,60815,lat,295981929,lon,1063014395,alt,277720,relative_alt,200,vx,1,vy,4,vz,-7,hdg,22794,,sig ,Len,40,crc16,48836
2025-03-11T16:09:49.919,FD, 6, 0, 0,51,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,2,target_system,1,target_component,1,req_stream_id,2,start_stop,1,,sig ,Len,18,crc16,32
2025-03-11T16:09:49.919,FD, 6, 0, 0,52,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,2,target_system,1,target_component,1,req_stream_id,2,start_stop,1,,sig ,Len,18,crc16,3799
2025-03-11T16:09:49.921,FD, 6, 0, 0,53,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,2,target_system,1,target_component,1,req_stream_id,6,start_stop,1,,sig ,Len,18,crc16,26651
2025-03-11T16:09:49.921,FD, 6, 0, 0,54,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,2,target_system,1,target_component,1,req_stream_id,6,start_stop,1,,sig ,Len,18,crc16,28760
