2025-03-12T15:05:17.335,FE,24, 0, 0,AF, 1, 1,    93,mavlink_battery_status_t,current_consumed,0,energy_consumed,-1,temperature,32767,voltages,,current_battery,0,id,0,battery_function,1,type,1,battery_remaining,90,time_remaining,0,charge_state,0,voltages_ext,,mode,0,fault_bitmask,0,,sig ,Len,44,crc16,58639
2025-03-12T15:05:17.368,FE,2A, 0, 0,B0, 1, 1,    E6,mavlink_estimator_status_t,time_usec,43144360,vel_ratio,NaN,pos_horiz_ratio,NaN,pos_vert_ratio,0.01367547,mag_ratio,0.00582653,hagl_ratio,0,tas_ratio,0,pos_horiz_accuracy,0.01358021,pos_vert_accuracy,0.2731961,flags,165,,sig ,Len,50,crc16,4058
2025-03-12T15:05:17.368,FE, 2, 0, 0,B1, 1, 1,    2A,mavlink_mission_current_t,seq,0,,sig ,Len,10,crc16,15902
2025-03-12T15:05:17.369,FE,1C, 0, 0,B2, 1, 1,    1E,mavlink_attitude_t,time_boot_ms,43243,roll,-0.01507129,pitch,-0.08813254,yaw,0.356715,rollspeed,0.0003619576,pitchspeed,0.001278299,yawspeed,-0.0007706397,,sig ,Len,36,crc16,57402
2025-03-12T15:05:17.369,FE,20, 0, 0,B3, 1, 1,    1F,mavlink_attitude_quaternion_t,time_boot_ms,43243,q1,0.9832121,q2,0.0004063574,q3,-0.04468757,q4,0.1769094,rollspeed,0.0003619576,pitchspeed,0.001278299,yawspeed,-0.0007706397,repr_offset_q,,,sig ,Len,40,crc16,5438
2025-03-12T15:05:17.503,FE, 2, 0, 0,B4, 1, 1,    2A,mavlink_mission_current_t,seq,0,,sig ,Len,10,crc16,52925
2025-03-12T15:05:17.503,FE,2A, 0, 0,B5, 1, 1,    41,mavlink_rc_channels_t,time_boot_ms,43362,chan1_raw,1495,chan2_raw,1511,chan3_raw,1129,chan4_raw,1502,chan5_raw,1065,chan6_raw,1065,chan7_raw,1065,chan8_raw,1065,chan9_raw,1065,chan10_raw,1057,chan11_raw,1542,chan12_raw,1542,chan13_raw,1514,chan14_raw,1514,chan15_raw,1514,chan16_raw,1514,chan17_raw,998,chan18_raw,998,chancount,18,rssi,45,,sig ,Len,50,crc16,58329
2025-03-12T15:05:17.505,FE,1C, 0, 0,B6, 1, 1,    1E,mavlink_attitude_t,time_boot_ms,43405,roll,-0.01514023,pitch,-0.08820721,yaw,0.3566677,rollspeed,-0.000292585,pitchspeed,-0.006026885,yawspeed,0.0005031625,,sig ,Len,36,crc16,29994
2025-03-12T15:05:17.519,FE,14, 0, 0,B7, 1, 1,    4A,mavlink_vfr_hud_t,airspeed,0,groundspeed,0.002132683,alt,280.4347,climb,0.001747915,heading,20,throttle,0,,sig ,Len,28,crc16,57193
2025-03-12T15:05:17.521,FE, 2, 0, 0,B8, 1, 1,    2A,mavlink_mission_current_t,seq,0,,sig ,Len,10,crc16,32551
2025-03-12T15:05:17.521,FE,20, 0, 0,B9, 1, 1,    1F,mavlink_attitude_quaternion_t,time_boot_ms,43486,q1,0.9832134,q2,0.0003831283,q3,-0.04471489,q4,0.1768953,rollspeed,-3.541878E-05,pitchspeed,0.000278409,yawspeed,0.001929304,repr_offset_q,,,sig ,Len,40,crc16,20869
2025-03-12T15:05:17.582,FE, 2, 0, 0,BA, 1, 1,    2A,mavlink_mission_current_t,seq,0,,sig ,Len,10,crc16,18588
2025-03-12T15:05:17.597,FE,1C, 0, 0,BB, 1, 1,    1E,mavlink_attitude_t,time_boot_ms,43563,roll,-0.01515166,pitch,-0.08816012,yaw,0.356751,rollspeed,-1.486542E-05,pitchspeed,-0.0003161996,yawspeed,0.002761208,,sig ,Len,36,crc16,44292
