2025-03-31T16:12:17.764,FE, E, 0, 0,B3, 1, 1,    1D,mavlink_scaled_pressure_t,time_boot_ms,16642,press_abs,990.29,press_diff,0,temperature,1678,temperature_press_diff,0,,sig ,Len,22,crc16,3143
2025-03-31T16:12:17.764,FE,1F, 0, 0,B4, 1, 1,     1,mavlink_sys_status_t,onboard_control_sensors_present,35717133,onboard_control_sensors_enabled,35717133,onboard_control_sensors_health,572620863,load,284,voltage_battery,16652,current_battery,0,drop_rate_comm,0,errors_comm,0,errors_count1,0,errors_count2,0,errors_count3,0,errors_count4,0,battery_remaining,94,,sig ,Len,39,crc16,3048
2025-03-31T16:12:17.790,FE, 9, 0, 0,B6, 1, 1,     0,mavlink_heartbeat_t,custom_mode,67371008,type,2,autopilot,12,base_mode,29,system_status,3,mavlink_version,3,,sig ,Len,17,crc16,14452
2025-03-31T16:12:17.796,FE,1C, 0, 0,B7, 1, 1,    1E,mavlink_attitude_t,time_boot_ms,16773,roll,-0.03037682,pitch,-0.1378078,yaw,3.034468,rollspeed,0.0006319775,pitchspeed,-0.001653956,yawspeed,-0.001839549,,sig ,Len,36,crc16,31717
2025-03-31T16:12:18.708,FE, 6, 0, 0,8E,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,2,target_system,1,target_component,1,req_stream_id,2,start_stop,1,,sig ,Len,14,crc16,17444
2025-03-31T16:12:18.708,FE, 6, 0, 0,8F,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,2,target_system,1,target_component,1,req_stream_id,2,start_stop,1,,sig ,Len,14,crc16,4533
2025-03-31T16:12:18.710,FE, 6, 0, 0,90,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,2,target_system,1,target_component,1,req_stream_id,6,start_stop,1,,sig ,Len,14,crc16,8157
2025-03-31T16:12:18.710,FE, 6, 0, 0,91,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,2,target_system,1,target_component,1,req_stream_id,6,start_stop,1,,sig ,Len,14,crc16,19020
2025-03-31T16:12:18.711,FE, 6, 0, 0,92,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,4,target_system,1,target_component,1,req_stream_id,10,start_stop,1,,sig ,Len,14,crc16,18833
2025-03-31T16:12:18.711,FE, 6, 0, 0,93,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,4,target_system,1,target_component,1,req_stream_id,10,start_stop,1,,sig ,Len,14,crc16,7168
2025-03-31T16:12:18.712,FE, 6, 0, 0,94,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,4,target_system,1,target_component,1,req_stream_id,11,start_stop,1,,sig ,Len,14,crc16,58938
2025-03-31T16:12:18.712,FE, 6, 0, 0,95,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,4,target_system,1,target_component,1,req_stream_id,11,start_stop,1,,sig ,Len,14,crc16,45995
2025-03-31T16:12:18.712,FE, 6, 0, 0,96,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,2,target_system,1,target_component,1,req_stream_id,12,start_stop,1,,sig ,Len,14,crc16,39376
2025-03-31T16:12:18.712,FE, 6, 0, 0,97,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,2,target_system,1,target_component,1,req_stream_id,12,start_stop,1,,sig ,Len,14,crc16,52289
2025-03-31T16:12:18.713,FE, 6, 0, 0,98,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,2,target_system,1,target_component,1,req_stream_id,1,start_stop,1,,sig ,Len,14,crc16,12146
2025-03-31T16:12:18.713,FE, 6, 0, 0,99,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,2,target_system,1,target_component,1,req_stream_id,1,start_stop,1,,sig ,Len,14,crc16,31459
2025-03-31T16:12:18.714,FE, 6, 0, 0,9A,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,2,target_system,1,target_component,1,req_stream_id,3,start_stop,1,,sig ,Len,14,crc16,12776
2025-03-31T16:12:18.714,FE, 6, 0, 0,9B,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,2,target_system,1,target_component,1,req_stream_id,3,start_stop,1,,sig ,Len,14,crc16,25721
2025-03-31T16:12:18.724,FE, 9, 0, 0,9C,FF,BE,     0,mavlink_heartbeat_t,custom_mode,0,type,6,autopilot,8,base_mode,0,system_status,0,mavlink_version,3,,sig ,Len,17,crc16,3835
2025-03-31T16:12:18.726,FE, 9, 0, 0,9D,FF,BE,     0,mavlink_heartbeat_t,custom_mode,0,type,6,autopilot,8,base_mode,0,system_status,0,mavlink_version,3,,sig ,Len,17,crc16,28689
2025-03-31T16:12:18.726,FE, 2, 0, 0,B8, 1, 1,    2A,mavlink_mission_current_t,seq,0,,sig ,Len,10,crc16,32551
2025-03-31T16:12:18.727,FE,20, 0, 0,B9, 1, 1,    1F,mavlink_attitude_quaternion_t,time_boot_ms,16863,q1,0.05445158,q2,0.06795389,q3,-0.01878084,q4,0.9960244,rollspeed,-0.00186705,pitchspeed,-0.002775153,yawspeed,-0.0008868257,repr_offset_q,,,sig ,Len,40,crc16,1973
2025-03-31T16:12:18.727,FE, 2, 0, 0,BA, 1, 1,    2A,mavlink_mission_current_t,seq,0,,sig ,Len,10,crc16,18588
2025-03-31T16:12:18.727,FE,1C, 0, 0,BB, 1, 1,    1E,mavlink_attitude_t,time_boot_ms,16931,roll,-0.03026129,pitch,-0.1379161,yaw,3.034637,rollspeed,0.001400084,pitchspeed,-0.0003373825,yawspeed,-0.001421088,,sig ,Len,36,crc16,5338
2025-03-31T16:12:18.727,FE, 2, 0, 0,BC, 1, 1,    2A,mavlink_mission_current_t,seq,0,,sig ,Len,10,crc16,4177
